"sep=,"
Name,Type,Color,Rarity,Author,Power,Toughness,Mana cost,Converted mana cost,Count,Foil count,Special foil count,Price,Foil price,Number,Set,ID,Multiverse ID,Comments,To trade,Condition,Grading,Languages,TCG ID,Cardmarket ID
"Satsuki, the Living Lore","Legendary Creature - Human Druid",Multicolors,Rare,"Ryan Pancoast",1,3,(G)(W),2,0,0,0,$0.13,$0.32,235,"Kamigawa: Neon Dynasty",71802,548548,,0,,,,262404,607338
"Silver-Fur Master","Creature - Rat Ninja",Multicolors,Uncommon,"Carl Critchlow",2,2,(U)(B),2,1,1,0,$0.18,$0.41,236,"Kamigawa: Neon Dynasty",71803,548549,,0,,,,262048,607038
"Spirit-Sister's Call","Enchantment",Multicolors,Mythic,"Dominik Mayer",0,0,(3)(W)(B),5,0,0,0,$0.62,$0.85,237,"Kamigawa: Neon Dynasty",71804,548550,,0,,,,262463,607531
"Tamiyo, Compleated Sage","Legendary Planeswalker - Tamiyo",Multicolors,Mythic,"Chris Rahn",0,0,(2)(G)(GUP)(U),5,1,0,0,$2.49,$3.18,238,"Kamigawa: Neon Dynasty",71805,548551,,0,,,,262061,607164
"Automated Artificer","Artifact Creature - Artificer",Colorless,Common,"Izzy",1,3,(2),2,1,0,0,$0.10,$0.10,239,"Kamigawa: Neon Dynasty",71806,548552,,0,,,,262696,608282
"Bronze Cudgels","Artifact - Equipment",Colorless,Uncommon,"Nestor Ossandon Leal",0,0,(1),1,1,0,0,$0.05,$0.11,240,"Kamigawa: Neon Dynasty",71807,548553,,0,,,,262699,608283
"Brute Suit","Artifact - Vehicle",Colorless,Common,"Raymond Swanland",4,3,(3),3,1,0,0,$0.09,$0.12,241,"Kamigawa: Neon Dynasty",71808,548554,,0,,,,262700,608284
"Circuit Mender","Artifact Creature - Insect",Colorless,Uncommon,"Hector Ortiz",2,3,(3),3,1,0,0,$0.11,$0.17,242,"Kamigawa: Neon Dynasty",71809,548555,,0,,,,262201,607330
"Containment Construct","Artifact Creature - Construct",Colorless,Uncommon,"Julian Kok Joon Wen",2,1,(2),2,2,0,0,$0.45,$1.18,243,"Kamigawa: Neon Dynasty",71810,548556,,0,2xMint,,2xEnglish,262886,608285
"Dramatist's Puppet","Artifact Creature - Construct",Colorless,Common,"Livia Prima",2,4,(4),4,2,0,0,$0.06,$0.06,244,"Kamigawa: Neon Dynasty",71811,548557,,0,2xMint,,2xEnglish,262702,608286
"Eater of Virtue","Legendary Artifact - Equipment",Colorless,Rare,"Tuan Duong Chu",0,0,(1),1,0,0,0,$0.31,$0.93,245,"Kamigawa: Neon Dynasty",71812,548558,,0,,,,262704,608287
"Ecologist's Terrarium","Artifact",Colorless,Common,"Daniel Ljunggren",0,0,(2),2,0,0,0,$0.05,$0.05,246,"Kamigawa: Neon Dynasty",71813,548559,,0,,,,262707,608288
"High-Speed Hoverbike","Artifact - Vehicle",Colorless,Uncommon,"Julian Kok Joon Wen",2,2,(2),2,1,0,0,$0.09,$0.18,247,"Kamigawa: Neon Dynasty",71814,548560,,0,,,,262258,607374
"Iron Apprentice","Artifact Creature - Construct",Colorless,Common,"Kekai Kotaki",0,0,(1),1,1,0,0,$0.06,$0.09,248,"Kamigawa: Neon Dynasty",71815,548561,,0,,,,262708,608289
"Mechtitan Core","Artifact - Vehicle",Colorless,Rare,"Victor Adame Minguez",2,4,(2),2,1,0,0,$0.25,$0.35,249,"Kamigawa: Neon Dynasty",71816,548562,,0,,,,262208,607358
"Mirror Box","Artifact",Colorless,Rare,"Nestor Ossandon Leal",0,0,(3),3,0,0,0,$1.04,$1.15,250,"Kamigawa: Neon Dynasty",71817,548563,,0,,,,262174,607047
"Network Terminal","Artifact",Colorless,Common,"Andreas Zafiratos",0,0,(3),3,1,0,0,$0.10,$0.13,251,"Kamigawa: Neon Dynasty",71818,548564,,0,1xMint,,1xEnglish,262713,608290
"Ninja's Kunai","Artifact - Equipment",Colorless,Common,"Tomasz Jedruszek",0,0,(1),1,1,0,0,$0.06,$0.08,252,"Kamigawa: Neon Dynasty",71819,548565,,0,,,,262715,608291
"Papercraft Decoy","Artifact Creature - Frog",Colorless,Common,"Brian Valeza",2,1,(2),2,2,1,0,$0.03,$0.10,253,"Kamigawa: Neon Dynasty",71820,548566,,0,,,,262718,608292
"Patchwork Automaton","Artifact Creature - Construct",Colorless,Uncommon,"Donato Giancola",1,1,(2),2,0,0,0,$0.21,$0.81,254,"Kamigawa: Neon Dynasty",71821,548567,,0,,,,262721,608293
"Reckoner Bankbuster","Artifact - Vehicle",Colorless,Rare,"Steve Prescott",4,4,(2),2,1,0,0,$0.69,$0.78,255,"Kamigawa: Neon Dynasty",71822,548568,,0,,,,262560,607578
"Reito Sentinel","Artifact Creature - Construct",Colorless,Uncommon,"David Auden Nash",3,3,(3),3,1,0,0,$0.11,$0.11,256,"Kamigawa: Neon Dynasty",71823,548569,,0,,,,262613,607650
"Runaway Trash-Bot","Artifact Creature - Construct",Colorless,Uncommon,"Nicholas Gregory",0,4,(3),3,1,0,0,$0.04,$0.10,257,"Kamigawa: Neon Dynasty",71824,548570,,0,,,,262154,607197
"Searchlight Companion","Artifact Creature - Drone",Colorless,Common,"Rudy Siswanto",1,1,(3),3,1,0,0,$0.09,$0.09,258,"Kamigawa: Neon Dynasty",71825,548571,,0,,,,262723,608294
"Shrine Steward","Artifact Creature - Construct",Colorless,Common,"kleinerHai",3,2,(5),5,1,0,0,$0.06,$0.13,259,"Kamigawa: Neon Dynasty",71826,548572,,0,,,,262725,608295
"Surgehacker Mech","Artifact - Vehicle",Colorless,Rare,"Wisnu Tan",5,5,(4),4,2,0,0,$0.10,$0.19,260,"Kamigawa: Neon Dynasty",71827,548573,,0,2xMint,,2xEnglish,262054,607039
"Thundersteel Colossus","Artifact - Vehicle",Colorless,Common,"Victor Adame Minguez",7,7,(7),7,1,0,0,$0.11,$0.11,261,"Kamigawa: Neon Dynasty",71828,548574,,0,,,,262730,608296
"Towashi Guide-Bot","Artifact Creature - Construct",Colorless,Uncommon,"Jinho Bae",2,1,(4),4,2,1,0,$0.08,$0.14,262,"Kamigawa: Neon Dynasty",71829,548575,,0,2xMint,,2xEnglish,262731,608297
"Walking Skyscraper","Artifact Creature - Construct",Colorless,Uncommon,"David Auden Nash",8,8,(8),8,2,0,0,$0.05,$0.12,263,"Kamigawa: Neon Dynasty",71830,548576,,0,2xMint,,2xEnglish,262433,607513
"Bloodfell Caves","Land",Colorless,Common,"Julian Kok Joon Wen",0,0,,0,1,0,0,$0.04,$0.12,264,"Kamigawa: Neon Dynasty",71831,548577,,0,1xMint,,1xEnglish,262733,608298
"Blossoming Sands","Land",Colorless,Common,"Sarah Finnigan",0,0,,0,1,0,0,$0.05,$0.16,265,"Kamigawa: Neon Dynasty",71832,548578,,0,,,,262735,608299
"Boseiju, Who Endures","Legendary Land",Colorless,Rare,"Chris Ostrowski",0,0,,0,1,0,0,$31.32,$37.94,266,"Kamigawa: Neon Dynasty",71833,548579,,0,,,,262050,607040
"Dismal Backwater","Land",Colorless,Common,"Chris Ostrowski",0,0,,0,1,0,0,$0.08,$0.15,267,"Kamigawa: Neon Dynasty",71834,548580,,0,,,,262736,608300
"Eiganjo, Seat of the Empire","Legendary Land",Colorless,Rare,"Julian Kok Joon Wen",0,0,,0,0,0,0,$5.72,$7.67,268,"Kamigawa: Neon Dynasty",71835,548581,,0,,,,262746,608301
"Jungle Hollow","Land",Colorless,Common,"Lucas Staniec",0,0,,0,1,0,0,$0.05,$0.13,269,"Kamigawa: Neon Dynasty",71836,548582,,0,,,,262738,608302
"Mech Hangar","Land",Colorless,Uncommon,"Julian Kok Joon Wen",0,0,,0,1,0,0,$0.20,$0.42,270,"Kamigawa: Neon Dynasty",71837,548583,,0,,,,262634,608303
"Otawara, Soaring City","Legendary Land",Colorless,Rare,"Alayna Danner",0,0,,0,1,0,0,$16.14,$19.00,271,"Kamigawa: Neon Dynasty",71838,548584,,0,,,,262434,607514
"Roadside Reliquary","Land",Colorless,Uncommon,"Robin Olausson",0,0,,0,1,0,0,$0.17,$0.77,272,"Kamigawa: Neon Dynasty",71839,548585,,0,,,,262747,608304
"Rugged Highlands","Land",Colorless,Common,"Alayna Danner",0,0,,0,0,0,0,$0.06,$0.13,273,"Kamigawa: Neon Dynasty",71840,548586,,0,,,,262739,608305
"Scoured Barrens","Land",Colorless,Common,"Julian Kok Joon Wen",0,0,,0,1,0,0,$0.05,$0.13,274,"Kamigawa: Neon Dynasty",71841,548587,,0,1xMint,,1xEnglish,262740,608306
"Secluded Courtyard","Land",Colorless,Uncommon,"Sam Burley",0,0,,0,2,0,0,$1.92,$2.84,275,"Kamigawa: Neon Dynasty",71842,548588,,0,2xMint,,2xEnglish,262259,607165
"Sokenzan, Crucible of Defiance","Legendary Land",Colorless,Rare,"Lucas Staniec",0,0,,0,1,0,0,$2.88,$3.34,276,"Kamigawa: Neon Dynasty",71843,548589,,0,1xMint,,1xEnglish,262172,607166
"Swiftwater Cliffs","Land",Colorless,Common,"Alayna Danner",0,0,,0,1,0,0,$0.09,$0.14,277,"Kamigawa: Neon Dynasty",71844,548590,,0,,,,262741,608307
"Takenuma, Abandoned Mire","Legendary Land",Colorless,Rare,"Sam Burley",0,0,,0,0,0,0,$5.37,$6.49,278,"Kamigawa: Neon Dynasty",71845,548591,,0,,,,262420,607525
"Thornwood Falls","Land",Colorless,Common,"Sam Burley",0,0,,0,2,1,0,$0.06,$0.15,279,"Kamigawa: Neon Dynasty",71846,548592,,0,,,,262742,608308
"Tranquil Cove","Land",Colorless,Common,"Alayna Danner",0,0,,0,1,0,0,$0.11,$0.16,280,"Kamigawa: Neon Dynasty",71847,548593,,0,,,,262743,608309
"Uncharted Haven","Land",Colorless,Common,"Lorenzo Lanfranconi",0,0,,0,1,0,0,$0.04,$0.18,281,"Kamigawa: Neon Dynasty",71848,548594,,0,1xMint,,1xEnglish,262749,608310
"Wind-Scarred Crag","Land",Colorless,Common,"Yeong-Hao Han",0,0,,0,2,1,0,$0.06,$0.14,282,"Kamigawa: Neon Dynasty",71849,548595,,0,2xMint,,2xEnglish,262744,608311
"Plains","Basic Land - Plains",Colorless,Common,"Piotr Dura",0,0,,0,8,1,0,$0.08,$0.12,283,"Kamigawa: Neon Dynasty",71850,553460,,0,8xMint,,8xEnglish,262751,607375
"Plains","Basic Land - Plains",Colorless,Common,"Adam Paquette",0,0,,0,2,1,0,$0.08,$0.12,284,"Kamigawa: Neon Dynasty",71851,553461,,0,,,,262752,607376
"Island","Basic Land - Island",Colorless,Common,"Piotr Dura",0,0,,0,2,1,0,$0.09,$0.14,285,"Kamigawa: Neon Dynasty",71852,553462,,0,,,,262753,608312
"Island","Basic Land - Island",Colorless,Common,"Adam Paquette",0,0,,0,2,1,0,$0.08,$0.15,286,"Kamigawa: Neon Dynasty",71853,553463,,0,,,,262754,608313
"Swamp","Basic Land - Swamp",Colorless,Common,"Piotr Dura",0,0,,0,9,1,0,$0.12,$0.12,287,"Kamigawa: Neon Dynasty",71854,553464,,0,9xMint,,9xEnglish,262755,608314
"Swamp","Basic Land - Swamp",Colorless,Common,"Adam Paquette",0,0,,0,2,1,0,$0.10,$0.17,288,"Kamigawa: Neon Dynasty",71855,553465,,0,,,,262756,608315
"Mountain","Basic Land - Mountain",Colorless,Common,"Piotr Dura",0,0,,0,8,1,0,$0.05,$0.14,289,"Kamigawa: Neon Dynasty",71856,553466,,0,8xMint,,8xEnglish,262757,608316
"Mountain","Basic Land - Mountain",Colorless,Common,"Adam Paquette",0,0,,0,2,1,0,$0.06,$0.11,290,"Kamigawa: Neon Dynasty",71857,553467,,0,,,,262760,608317
"Forest","Basic Land - Forest",Colorless,Common,"Piotr Dura",0,0,,0,2,1,0,$0.08,$0.13,291,"Kamigawa: Neon Dynasty",71858,553468,,0,,,,262761,608318
"Forest","Basic Land - Forest",Colorless,Common,"Adam Paquette",0,0,,0,2,1,0,$0.06,$0.12,292,"Kamigawa: Neon Dynasty",71859,553469,,0,,,,262764,608319
"Plains","Basic Land - Plains",Colorless,Common,"Amayagido",0,0,,0,0,0,0,$1.25,$2.01,293,"Kamigawa: Neon Dynasty",71860,553570,,0,,,,257676,605034
"Plains","Basic Land - Plains",Colorless,Common,"Tomohito",0,0,,0,0,0,0,$0.75,$1.25,294,"Kamigawa: Neon Dynasty",71861,553571,,0,,,,257677,605035
"Island","Basic Land - Island",Colorless,Common,"Amayagido",0,0,,0,2,1,0,$1.03,$1.88,295,"Kamigawa: Neon Dynasty",71862,553572,,0,,,,257678,605036
"Island","Basic Land - Island",Colorless,Common,"Maiko Aoji",0,0,,0,2,1,0,$1.36,$2.75,296,"Kamigawa: Neon Dynasty",71863,553573,,0,,,,257679,605037
"Swamp","Basic Land - Swamp",Colorless,Common,"Maiko Aoji",0,0,,0,0,0,0,$1.38,$2.33,297,"Kamigawa: Neon Dynasty",71864,553574,,0,,,,257680,605038
"Swamp","Basic Land - Swamp",Colorless,Common,"Shie Nanahara",0,0,,0,0,0,0,$1.51,$2.58,298,"Kamigawa: Neon Dynasty",71865,553575,,0,,,,257681,605039
"Mountain","Basic Land - Mountain",Colorless,Common,"Ayami Nakashima",0,0,,0,0,0,0,$1.12,$1.92,299,"Kamigawa: Neon Dynasty",71866,553576,,0,,,,257682,605040
"Mountain","Basic Land - Mountain",Colorless,Common,"Ayami Nakashima",0,0,,0,0,0,0,$0.87,$1.46,300,"Kamigawa: Neon Dynasty",71867,553577,,0,,,,257683,605041
"Forest","Basic Land - Forest",Colorless,Common,"Ezoi",0,0,,0,0,0,0,$0.78,$1.31,301,"Kamigawa: Neon Dynasty",71868,553578,,0,,,,257684,605042
"Forest","Basic Land - Forest",Colorless,Common,"Ezoi",0,0,,0,1,0,0,$0.87,$1.58,302,"Kamigawa: Neon Dynasty",71869,553579,,0,,,,257685,605043
"Invoke Despair","Sorcery",Black,Rare,"Donato Giancola",0,0,(1)(B)(B)(B)(B),5,1,1,0,$0.45,$0.45,506,"Kamigawa: Neon Dynasty",71870,551690,,0,,,,264325,607089
"Spirited Companion","Enchantment Creature - Dog",White,Common,"Ilse Gort",1,1,(1)(W),2,0,0,0,$0.13,$0.39,508,"Kamigawa: Neon Dynasty",71871,552965,,0,,,,262491,607155
"Enthusiastic Mechanaut","Artifact Creature - Goblin Artificer",Multicolors,Uncommon,"Anna Steinbauer",2,2,(U)(R),2,0,0,0,$0.13,$0.29,509,"Kamigawa: Neon Dynasty",71872,552966,,0,,,,262493,607037
"Jukai Naturalist","Enchantment Creature - Human Monk",Multicolors,Uncommon,"Anna Steinbauer",2,2,(G)(W),2,0,0,0,$0.33,$0.64,510,"Kamigawa: Neon Dynasty",71873,552967,,0,,,,262495,607163
"Silver-Fur Master","Creature - Rat Ninja",Multicolors,Uncommon,"Carl Critchlow",2,2,(U)(B),2,0,0,0,$0.18,$0.41,511,"Kamigawa: Neon Dynasty",71874,552968,,0,,,,262498,607038
"Secluded Courtyard","Land",Colorless,Uncommon,"Sam Burley",0,0,,0,0,0,0,$1.92,$2.84,512,"Kamigawa: Neon Dynasty",71875,552969,,0,,,,262500,607165
