"sep=,"
Name,Type,Color,Rarity,Author,Power,Toughness,Mana cost,Converted mana cost,Count,Foil count,Special foil count,Price,Foil price,Number,Set,ID,Multiverse ID,Comments,To trade,Condition,Grading,Languages,TCG ID,Cardmarket ID
"Malakir Blood-Priest","Creature - Vampire Cleric",Black,Common,"Scott Murphy",2,1,(1)(B),2,0,0,0,$0.06,$0.06,760,"Commander Legends: Battle for Baldur's Gate",75132,0,,0,,,,0,0
"Mardu Strike Leader","Creature - Human Warrior",Black,Rare,"Jason Rainville",3,2,(2)(B),3,0,0,0,$0.15,$0.15,761,"Commander Legends: Battle for Baldur's Gate",75133,0,,0,,,,0,0
"Mindblade Render","Creature - Azra Warrior",Black,Rare,"Mitchell Malloy",1,3,(1)(B),2,0,0,0,$0.21,$0.21,762,"Commander Legends: Battle for Baldur's Gate",75134,0,,0,,,,0,0
"Nighthawk Scavenger","Creature - Vampire Rogue",Black,Rare,"Heonhwa Choe",0,3,(1)(B)(B),3,0,0,0,$0.59,$0.59,763,"Commander Legends: Battle for Baldur's Gate",75135,0,,0,,,,0,0
"Pontiff of Blight","Creature - Zombie Cleric",Black,Rare,"Seb McKinnon",2,7,(4)(B)(B),6,0,0,0,$0.17,$0.17,768,"Commander Legends: Battle for Baldur's Gate",75140,0,,0,,,,0,0
"Puppeteer Clique","Creature - Faerie Wizard",Black,Rare,"Daren Bader",3,2,(3)(B)(B),5,0,0,0,$0.23,$0.23,769,"Commander Legends: Battle for Baldur's Gate",75141,0,,0,,,,0,0
"Thwart the Grave","Sorcery",Black,Uncommon,"Wylie Beckert",0,0,(4)(B)(B),6,0,0,0,$0.08,$0.08,773,"Commander Legends: Battle for Baldur's Gate",75145,0,,0,,,,0,0
"Zulaport Cutthroat","Creature - Human Rogue Ally",Black,Uncommon,"Jason Rainville",1,1,(1)(B),2,0,0,0,$0.36,$0.36,775,"Commander Legends: Battle for Baldur's Gate",75147,0,,0,,,,0,0
"Aurora Phoenix","Creature - Phoenix",Red,Rare,"Caio Monteiro",5,3,(4)(R)(R),6,0,0,0,$0.15,$0.15,778,"Commander Legends: Battle for Baldur's Gate",75150,0,,0,,,,0,0
"Bonecrusher Giant","Creature - Giant",Red,Rare,"Victor Adame Minguez",4,3,(2)(R),3,0,0,0,$0.59,$0.59,781,"Commander Legends: Battle for Baldur's Gate",75153,0,,0,,,,0,0
"Stomp","Instant - Adventure",Red,Rare,"Victor Adame Minguez",0,0,(1)(R),3,0,0,0,$0.59,$0.59,781,"Commander Legends: Battle for Baldur's Gate",75154,0,,0,,,,0,0
"Demon Bolt","Instant",Red,Common,"Campbell White",0,0,(2)(R),3,0,0,0,$0.02,$0.02,787,"Commander Legends: Battle for Baldur's Gate",75160,0,,0,,,,0,0
"Dire Fleet Daredevil","Creature - Human Pirate",Red,Rare,"Zoltan Boros",2,1,(1)(R),2,0,0,0,$0.25,$0.25,788,"Commander Legends: Battle for Baldur's Gate",75161,0,,0,,,,0,0
"Dream Pillager","Creature - Dragon",Red,Rare,"Min Yum",4,4,(5)(R)(R),7,0,0,0,$0.18,$0.18,791,"Commander Legends: Battle for Baldur's Gate",75164,0,,0,,,,0,0
"Battle Display","Sorcery - Adventure",Red,Uncommon,"Randy Vargas",0,0,(R),2,0,0,0,$0.15,$0.15,792,"Commander Legends: Battle for Baldur's Gate",75166,0,,0,,,,0,0
"Embereth Shieldbreaker","Creature - Human Knight",Red,Uncommon,"Randy Vargas",2,1,(1)(R),2,0,0,0,$0.15,$0.15,792,"Commander Legends: Battle for Baldur's Gate",75165,0,,0,,,,0,0
"Etali, Primal Storm","Legendary Creature - Elder Dinosaur",Red,Rare,"Raymond Swanland",6,6,(4)(R)(R),6,0,0,0,$0.24,$0.24,793,"Commander Legends: Battle for Baldur's Gate",75167,0,,0,,,,0,0
"Greater Gargadon","Creature - Beast",Red,Rare,"Rob Alexander",9,7,(9)(R),10,0,0,0,$0.15,$0.15,796,"Commander Legends: Battle for Baldur's Gate",75170,0,,0,,,,0,0
"Ignite the Future","Sorcery",Red,Rare,"Alex Konstad",0,0,(3)(R),4,0,0,0,$0.20,$0.20,797,"Commander Legends: Battle for Baldur's Gate",75171,0,,0,,,,0,0
"Izzet Chemister","Creature - Goblin Wizard",Red,Rare,"Svetlin Velinov",1,3,(2)(R),3,0,0,0,$0.18,$0.18,798,"Commander Legends: Battle for Baldur's Gate",75172,0,,0,,,,0,0
"Jeska's Will","Sorcery",Red,Rare,"Izzy",0,0,(2)(R),3,0,0,0,$10.47,$10.47,799,"Commander Legends: Battle for Baldur's Gate",75173,0,,0,,,,0,0
"Laelia, the Blade Reforged","Legendary Creature - Spirit Warrior",Red,Rare,"Wisnu Tan",2,2,(2)(R),3,0,0,0,$2.87,$2.87,801,"Commander Legends: Battle for Baldur's Gate",75175,0,,0,,,,0,0
"Light Up the Stage","Sorcery",Red,Uncommon,"Dmitry Burmak",0,0,(2)(R),3,0,0,0,$0.17,$0.17,802,"Commander Legends: Battle for Baldur's Gate",75176,0,,0,,,,0,0
"Mizzium Mortars","Sorcery",Red,Rare,"Christina Davis",0,0,(1)(R),2,0,0,0,$0.22,$0.22,803,"Commander Legends: Battle for Baldur's Gate",75177,0,,0,,,,0,0
"Outpost Siege","Enchantment",Red,Rare,"Daarken",0,0,(3)(R),4,0,0,0,$0.18,$0.18,804,"Commander Legends: Battle for Baldur's Gate",75178,0,,0,,,,0,0
"Stolen Strategy","Enchantment",Red,Rare,"Dmitry Burmak",0,0,(4)(R),5,0,0,0,$2.38,$2.38,807,"Commander Legends: Battle for Baldur's Gate",75181,0,,0,,,,0,0
"Tectonic Giant","Creature - Elemental Giant",Red,Rare,"Slawomir Maniak",3,4,(2)(R)(R),4,0,0,0,$0.23,$0.23,808,"Commander Legends: Battle for Baldur's Gate",75182,0,,0,,,,0,0
"Urabrask the Hidden","Legendary Creature - Phyrexian Praetor",Red,Mythic,"Brad Rigney",4,4,(3)(R)(R),5,0,0,0,$1.49,$1.49,811,"Commander Legends: Battle for Baldur's Gate",75185,0,,0,,,,0,0
"Volcanic Torrent","Sorcery",Red,Uncommon,"Grzegorz Rutkowski",0,0,(4)(R),5,0,0,0,$0.12,$0.12,813,"Commander Legends: Battle for Baldur's Gate",75187,0,,0,,,,0,0
"Warstorm Surge","Enchantment",Red,Rare,"Raymond Swanland",0,0,(5)(R),6,0,0,0,$0.21,$0.21,815,"Commander Legends: Battle for Baldur's Gate",75189,0,,0,,,,0,0
"Wild-Magic Sorcerer","Creature - Orc Shaman",Red,Rare,"Aaron J. Riley",4,3,(3)(R),4,0,0,0,$0.21,$0.21,816,"Commander Legends: Battle for Baldur's Gate",75190,0,,0,,,,0,0
"Arasta of the Endless Web","Legendary Enchantment Creature - Spider",Green,Rare,"Sam Rowan",3,5,(2)(G)(G),4,0,0,0,$0.19,$0.19,817,"Commander Legends: Battle for Baldur's Gate",75191,0,,0,,,,0,0
"Battle Mammoth","Creature - Elephant",Green,Mythic,"Jesper Ejsing",6,5,(3)(G)(G),5,0,0,0,$0.25,$0.25,818,"Commander Legends: Battle for Baldur's Gate",75192,0,,0,,,,0,0
"Beanstalk Giant","Creature - Giant",Green,Uncommon,"Jason A. Engle",0,0,(6)(G),7,0,0,0,$0.13,$0.13,819,"Commander Legends: Battle for Baldur's Gate",75193,0,,0,,,,0,0
"Fertile Footsteps","Sorcery - Adventure",Green,Uncommon,"Jason A. Engle",0,0,(2)(G),7,0,0,0,$0.13,$0.13,819,"Commander Legends: Battle for Baldur's Gate",75194,0,,0,,,,0,0
"Beast Within","Instant",Green,Uncommon,"Jesper Ejsing",0,0,(2)(G),3,0,0,0,$0.47,$0.47,820,"Commander Legends: Battle for Baldur's Gate",75195,0,,0,,,,0,0
"Cultivate","Sorcery",Green,Common,"Anthony Palumbo",0,0,(2)(G),3,0,0,0,$0.21,$0.21,821,"Commander Legends: Battle for Baldur's Gate",75196,0,,0,,,,0,0
"End-Raze Forerunners","Creature - Boar",Green,Rare,"Mathias Kollros",7,7,(5)(G)(G)(G),8,0,0,0,$0.21,$0.21,822,"Commander Legends: Battle for Baldur's Gate",75197,0,,0,,,,0,0
"Explore","Sorcery",Green,Common,"John Avon",0,0,(1)(G),2,0,0,0,$0.19,$0.19,823,"Commander Legends: Battle for Baldur's Gate",75198,0,,0,,,,0,0
"Ezuri's Predation","Sorcery",Green,Rare,"Svetlin Velinov",0,0,(5)(G)(G)(G),8,0,0,0,$0.54,$0.54,824,"Commander Legends: Battle for Baldur's Gate",75199,0,,0,,,,0,0
"Hornet Queen","Creature - Insect",Green,Mythic,"Jonathan Kuo",2,2,(4)(G)(G)(G),7,0,0,0,$0.32,$0.32,825,"Commander Legends: Battle for Baldur's Gate",75200,0,,0,,,,0,0
"Kodama's Reach","Sorcery - Arcane",Green,Common,"Sam Burley",0,0,(2)(G),3,0,0,0,$0.76,$0.76,826,"Commander Legends: Battle for Baldur's Gate",75201,0,,0,,,,0,0
"Heart's Desire","Sorcery - Adventure",Green,Rare,"Kev Walker",0,0,(G),3,0,0,0,$0.18,$0.18,827,"Commander Legends: Battle for Baldur's Gate",75203,0,,0,,,,0,0
"Lovestruck Beast","Creature - Beast Noble",Green,Rare,"Kev Walker",5,5,(2)(G),3,0,0,0,$0.18,$0.18,827,"Commander Legends: Battle for Baldur's Gate",75202,0,,0,,,,0,0
"Managorger Hydra","Creature - Hydra",Green,Rare,"Lucas Graciano",1,1,(2)(G),3,0,0,0,$0.77,$0.77,828,"Commander Legends: Battle for Baldur's Gate",75204,0,,0,,,,0,0
"Natural Reclamation","Instant",Green,Common,"Alayna Danner",0,0,(4)(G),5,0,0,0,$0.09,$0.09,829,"Commander Legends: Battle for Baldur's Gate",75205,0,,0,,,,0,0
"Primeval Bounty","Enchantment",Green,Mythic,"Christine Choi",0,0,(5)(G),6,0,0,0,$0.65,$0.65,830,"Commander Legends: Battle for Baldur's Gate",75206,0,,0,,,,0,0
"Return of the Wildspeaker","Instant",Green,Rare,"Chris Rallis",0,0,(4)(G),5,0,0,0,$0.72,$0.72,831,"Commander Legends: Battle for Baldur's Gate",75207,0,,0,,,,0,0
"Sakura-Tribe Elder","Creature - Snake Shaman",Green,Common,"Carl Critchlow",1,1,(1)(G),2,0,0,0,$0.52,$0.52,832,"Commander Legends: Battle for Baldur's Gate",75208,0,,0,,,,0,0
"Sandwurm Convergence","Enchantment",Green,Rare,"Slawomir Maniak",0,0,(6)(G)(G),8,0,0,0,$0.25,$0.25,833,"Commander Legends: Battle for Baldur's Gate",75209,0,,0,,,,0,0
"Search for Tomorrow","Sorcery",Green,Common,"Greg Staples",0,0,(2)(G),3,0,0,0,$0.11,$0.11,834,"Commander Legends: Battle for Baldur's Gate",75210,0,,0,,,,0,0
"Sweet-Gum Recluse","Creature - Spider",Green,Rare,"Jehan Choo",0,3,(4)(G)(G),6,0,0,0,$0.20,$0.20,835,"Commander Legends: Battle for Baldur's Gate",75211,0,,0,,,,0,0
"Terramorph","Sorcery",Green,Uncommon,"Darrell Riche",0,0,(3)(G),4,0,0,0,$0.12,$0.12,836,"Commander Legends: Battle for Baldur's Gate",75212,0,,0,,,,0,0
"Three Visits","Sorcery",Green,Uncommon,"Yeong-Hao Han",0,0,(1)(G),2,0,0,0,$3.03,$3.03,837,"Commander Legends: Battle for Baldur's Gate",75213,0,,0,,,,0,0
"Vivien, Champion of the Wilds","Legendary Planeswalker - Vivien",Green,Rare,"Magali Villeneuve",0,0,(2)(G),3,0,0,0,$0.74,$0.74,838,"Commander Legends: Battle for Baldur's Gate",75214,0,,0,,,,0,0
"Bloodbraid Elf","Creature - Elf Berserker",Multicolors,Uncommon,"Raymond Swanland",3,2,(2)(R)(G),4,0,0,0,$0.57,$0.57,839,"Commander Legends: Battle for Baldur's Gate",75215,0,,0,,,,0,0
"Despark","Instant",Multicolors,Uncommon,"Slawomir Maniak",0,0,(W)(B),2,0,0,0,$0.16,$0.16,841,"Commander Legends: Battle for Baldur's Gate",75217,0,,0,,,,0,0
"Escape to the Wilds","Sorcery",Multicolors,Rare,"Chris Ostrowski",0,0,(3)(R)(G),5,0,0,0,$0.28,$0.28,843,"Commander Legends: Battle for Baldur's Gate",75219,0,,0,,,,0,0
"Felisa, Fang of Silverquill","Legendary Creature - Vampire Wizard",Multicolors,Mythic,"Sara Winters",3,2,(2)(W)(B),4,0,0,0,$0.22,$0.22,845,"Commander Legends: Battle for Baldur's Gate",75221,0,,0,,,,0,0
"Firja's Retribution","Enchantment - Saga",Multicolors,Rare,"Anna Steinbauer",0,0,(1)(W)(W)(B),4,0,0,0,$0.19,$0.19,846,"Commander Legends: Battle for Baldur's Gate",75222,0,,0,,,,0,0
"Grumgully, the Generous","Legendary Creature - Goblin Shaman",Multicolors,Uncommon,"Milivoj Ćeran",3,3,(1)(R)(G),3,0,0,0,$0.11,$0.11,847,"Commander Legends: Battle for Baldur's Gate",75223,0,,0,,,,0,0
"High Priest of Penance","Creature - Human Cleric",Multicolors,Rare,"Mark Zug",1,1,(W)(B),2,0,0,0,$0.20,$0.20,848,"Commander Legends: Battle for Baldur's Gate",75224,0,,0,,,,0,0
"Xenagos, the Reveler","Legendary Planeswalker - Xenagos",Multicolors,Mythic,"Jason Chan",0,0,(2)(R)(G),4,0,0,0,$1.04,$1.04,853,"Commander Legends: Battle for Baldur's Gate",75229,0,,0,,,,0,0
"Chaos Wand","Artifact",Colorless,Rare,"Kari Christensen",0,0,(3),3,0,0,0,$0.18,$0.18,855,"Commander Legends: Battle for Baldur's Gate",75231,0,,0,,,,0,0
"Maskwood Nexus","Artifact",Colorless,Rare,"Jason A. Engle",0,0,(4),4,0,0,0,$0.99,$0.99,865,"Commander Legends: Battle for Baldur's Gate",75241,0,,0,,,,0,0
"Orzhov Signet","Artifact",Colorless,Uncommon,"Martina Pilcerova",0,0,(2),2,0,0,0,$0.24,$0.24,867,"Commander Legends: Battle for Baldur's Gate",75243,0,,0,,,,0,0
"Skullclamp","Artifact - Equipment",Colorless,Uncommon,"Daniel Ljunggren",0,0,(1),1,0,0,0,$4.66,$4.66,870,"Commander Legends: Battle for Baldur's Gate",75246,0,,0,,,,0,0
"Talisman of Hierarchy","Artifact",Colorless,Uncommon,"Lindsey Look",0,0,(2),2,0,0,0,$0.47,$0.47,878,"Commander Legends: Battle for Baldur's Gate",75254,0,,0,,,,0,0
"Blighted Woodland","Land",Colorless,Uncommon,"Jason Felix",0,0,,0,0,0,0,$0.11,$0.11,881,"Commander Legends: Battle for Baldur's Gate",75257,0,,0,,,,0,0
"Bojuka Bog","Land",Colorless,Common,"Howard Lyon",0,0,,0,0,0,0,$0.98,$0.98,882,"Commander Legends: Battle for Baldur's Gate",75258,0,,0,,,,0,0
"Castle Embereth","Land",Colorless,Rare,"Jaime Jones",0,0,,0,0,0,0,$0.19,$0.19,883,"Commander Legends: Battle for Baldur's Gate",75259,0,,0,,,,0,0
"Castle Locthwain","Land",Colorless,Rare,"Titus Lunter",0,0,,0,0,0,0,$1.99,$1.99,884,"Commander Legends: Battle for Baldur's Gate",75260,0,,0,,,,0,0
"Cinder Glade","Land - Mountain Forest",Colorless,Rare,"Adam Paquette",0,0,,0,0,0,0,$0.25,$0.25,887,"Commander Legends: Battle for Baldur's Gate",75263,0,,0,,,,0,0
"Game Trail","Land",Colorless,Rare,"Adam Paquette",0,0,,0,0,0,0,$0.21,$0.21,894,"Commander Legends: Battle for Baldur's Gate",75270,0,,0,,,,0,0
"Gruul Turf","Land",Colorless,Uncommon,"John Avon",0,0,,0,0,0,0,$0.12,$0.12,895,"Commander Legends: Battle for Baldur's Gate",75271,0,,0,,,,0,0
"Highland Forest","Snow Land - Mountain Forest",Colorless,Common,"Alayna Danner",0,0,,0,0,0,0,$0.14,$0.14,896,"Commander Legends: Battle for Baldur's Gate",75272,0,,0,,,,0,0
"Kessig Wolf Run","Land",Colorless,Rare,"Eytan Zana",0,0,,0,0,0,0,$0.41,$0.41,898,"Commander Legends: Battle for Baldur's Gate",75274,0,,0,,,,0,0
"Mortuary Mire","Land",Colorless,Common,"James Paick",0,0,,0,0,0,0,$0.07,$0.07,900,"Commander Legends: Battle for Baldur's Gate",75276,0,,0,,,,0,0
"Mossfire Valley","Land",Colorless,Rare,"Yeong-Hao Han",0,0,,0,0,0,0,$0.22,$0.22,901,"Commander Legends: Battle for Baldur's Gate",75277,0,,0,,,,0,0
"Mosswort Bridge","Land",Colorless,Rare,"Jeremy Jarvis",0,0,,0,0,0,0,$0.16,$0.16,902,"Commander Legends: Battle for Baldur's Gate",75278,0,,0,,,,0,0
"Mutavault","Land",Colorless,Rare,"Fred Fields",0,0,,0,0,0,0,$4.47,$4.47,903,"Commander Legends: Battle for Baldur's Gate",75279,0,,0,,,,0,0
"Orzhov Basilica","Land",Colorless,Uncommon,"John Avon",0,0,,0,0,0,0,$0.12,$0.12,906,"Commander Legends: Battle for Baldur's Gate",75282,0,,0,,,,0,0
"Raging Ravine","Land",Colorless,Rare,"Todd Lockwood",0,0,,0,0,0,0,$0.18,$0.18,910,"Commander Legends: Battle for Baldur's Gate",75286,0,,0,,,,0,0
"Shambling Vent","Land",Colorless,Rare,"Jung Park",0,0,,0,0,0,0,$0.20,$0.20,914,"Commander Legends: Battle for Baldur's Gate",75290,0,,0,,,,0,0
"Snowfield Sinkhole","Snow Land - Plains Swamp",Colorless,Common,"Marta Nael",0,0,,0,0,0,0,$0.12,$0.12,915,"Commander Legends: Battle for Baldur's Gate",75291,0,,0,,,,0,0
"Spinerock Knoll","Land",Colorless,Rare,"Steve Prescott",0,0,,0,0,0,0,$0.18,$0.18,916,"Commander Legends: Battle for Baldur's Gate",75292,0,,0,,,,0,0
"Starlit Sanctum","Land",Colorless,Uncommon,"Ben Thompson",0,0,,0,0,0,0,$0.18,$0.18,917,"Commander Legends: Battle for Baldur's Gate",75293,0,,0,,,,0,0
"Tainted Field","Land",Colorless,Uncommon,"Don Hazeltine",0,0,,0,0,0,0,$0.15,$0.15,919,"Commander Legends: Battle for Baldur's Gate",75295,0,,0,,,,0,0
"Temple of Abandon","Land",Colorless,Rare,"Adam Paquette",0,0,,0,0,0,0,$0.17,$0.17,921,"Commander Legends: Battle for Baldur's Gate",75297,0,,0,,,,0,0
"Temple of Silence","Land",Colorless,Rare,"Adam Paquette",0,0,,0,0,0,0,$0.21,$0.21,924,"Commander Legends: Battle for Baldur's Gate",75300,0,,0,,,,0,0
"Vault of the Archangel","Land",Colorless,Rare,"John Avon",0,0,,0,0,0,0,$1.96,$1.96,927,"Commander Legends: Battle for Baldur's Gate",75303,0,,0,,,,0,0
"War Room","Land",Colorless,Rare,"Milivoj Ćeran",0,0,,0,0,0,0,$2.30,$2.30,929,"Commander Legends: Battle for Baldur's Gate",75305,0,,0,,,,0,0
"Windbrisk Heights","Land",Colorless,Rare,"Omar Rayyan",0,0,,0,0,0,0,$0.20,$0.20,930,"Commander Legends: Battle for Baldur's Gate",75306,0,,0,,,,0,0
"Wand of Wonder","Artifact",Red,Rare,"Lindsey Look",0,0,(3)(R),4,0,0,0,$0.32,$0.32,935,"Commander Legends: Battle for Baldur's Gate",75307,0,,0,,,,267073,0
